Model,MSO44B
Channel,CH1,,Channel,CH3,,Channel,MATH1
Label,,,Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Digital Type,None,,Digital Type,None,,Digital Type,None
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,3.20000000e-10,,Sample Interval,3.20000000e-10,,Sample Interval,3.20000000e-10
Record Length,125000,,Record Length,125000,,Record Length,125000
Zero Index,28749.50000000,,Zero Index,28749.50000000,,Zero Index,28749.50000000
Vertical Units,V,,Vertical Units,V,,Vertical Units,V
,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,,
yOffset,0.000000,,yOffset,0.000000,,,
yPosition,-2.460000,,yPosition,-2.680000,,,

Labels,,,,Labels,
TIME,CH1,CH3,,TIME,MATH1
1.06289600e-05,1.81179687e+00,2.90992187e+01,,1.06289600e-05,9.92187485e-02
1.06292800e-05,1.81015625e+00,2.90742188e+01,,1.06292800e-05,1.05468750e-01
1.06296000e-05,1.80734375e+00,2.90523437e+01,,1.06296000e-05,1.56250000e-01
1.06299200e-05,1.80726562e+00,2.90492188e+01,,1.06299200e-05,1.88281253e-01
1.06302400e-05,1.80937500e+00,2.90515625e+01,,1.06302400e-05,1.57031253e-01
1.06305600e-05,1.80921875e+00,2.90617188e+01,,1.06305600e-05,1.06250003e-01
1.06308800e-05,1.80656250e+00,2.90914062e+01,,1.06308800e-05,1.01562500e-01
1.06312000e-05,1.80429687e+00,2.91132812e+01,,1.06312000e-05,1.36718750e-01
1.06315200e-05,1.80421875e+00,2.91109375e+01,,1.06315200e-05,1.46874994e-01
1.06318400e-05,1.80507813e+00,2.90906250e+01,,1.06318400e-05,1.17968753e-01
1.06321600e-05,1.80476562e+00,2.90757812e+01,,1.06321600e-05,1.14062503e-01
1.06324800e-05,1.80468750e+00,2.90859375e+01,,1.06324800e-05,1.57812506e-01
1.06328000e-05,1.80671875e+00,2.90984375e+01,,1.06328000e-05,1.90624997e-01
1.06331200e-05,1.80921875e+00,2.91039063e+01,,1.06331200e-05,1.86718747e-01
1.06334400e-05,1.80960937e+00,2.91023438e+01,,1.06334400e-05,1.80468753e-01
1.06337600e-05,1.80742187e+00,2.90906250e+01,,1.06337600e-05,1.51562497e-01
1.06340800e-05,1.80453125e+00,2.90835937e+01,,1.06340800e-05,7.89062530e-02
1.06344000e-05,1.80351562e+00,2.90812500e+01,,1.06344000e-05,3.51562500e-02
1.06347200e-05,1.80351562e+00,2.90789063e+01,,1.06347200e-05,6.79687485e-02
1.06350400e-05,1.80257813e+00,2.90812500e+01,,1.06350400e-05,1.28906250e-01
1.06353600e-05,1.80171875e+00,2.90812500e+01,,1.06353600e-05,1.50000006e-01
1.06356800e-05,1.80281250e+00,2.90710938e+01,,1.06356800e-05,1.22656249e-01
1.06360000e-05,1.80445312e+00,2.90625000e+01,,1.06360000e-05,1.06250003e-01
1.06363200e-05,1.80390625e+00,2.90656250e+01,,1.06363200e-05,1.33593753e-01
1.06366400e-05,1.80257813e+00,2.90765625e+01,,1.06366400e-05,1.50781244e-01
1.06369600e-05,1.80359375e+00,2.91031250e+01,,1.06369600e-05,1.22656249e-01
1.06372800e-05,1.80656250e+00,2.91343750e+01,,1.06372800e-05,8.28125030e-02
1.06376000e-05,1.80757813e+00,2.91335938e+01,,1.06376000e-05,8.04687515e-02
1.06379200e-05,1.80359375e+00,2.91148437e+01,,1.06379200e-05,1.07031249e-01
1.06382400e-05,1.79898437e+00,2.91195313e+01,,1.06382400e-05,1.30468756e-01
1.06385600e-05,1.79898437e+00,2.91406250e+01,,1.06385600e-05,1.43749997e-01
1.06388800e-05,1.80187500e+00,2.91484375e+01,,1.06388800e-05,1.38281256e-01
1.06392000e-05,1.80406250e+00,2.91484375e+01,,1.06392000e-05,1.24218747e-01
1.06395200e-05,1.80437500e+00,2.91468750e+01,,1.06395200e-05,1.26562506e-01
1.06398400e-05,1.80414063e+00,2.91265625e+01,,1.06398400e-05,1.34375006e-01
1.06401600e-05,1.80585938e+00,2.90984375e+01,,1.06401600e-05,1.47656247e-01
1.06404800e-05,1.80718750e+00,2.90976562e+01,,1.06404800e-05,1.63281247e-01
1.06408000e-05,1.80648438e+00,2.91125000e+01,,1.06408000e-05,1.50781244e-01
1.06411200e-05,1.80687500e+00,2.91054688e+01,,1.06411200e-05,1.21875003e-01
1.06414400e-05,1.80687500e+00,2.90812500e+01,,1.06414400e-05,1.16406247e-01
1.06417600e-05,1.80453125e+00,2.90687500e+01,,1.06417600e-05,1.29687503e-01
1.06420800e-05,1.80445312e+00,2.90664062e+01,,1.06420800e-05,1.38281256e-01
1.06424000e-05,1.80773437e+00,2.90687500e+01,,1.06424000e-05,1.50781244e-01
1.06427200e-05,1.80953125e+00,2.90820312e+01,,1.06427200e-05,1.57812506e-01
1.06430400e-05,1.80843750e+00,2.90898438e+01,,1.06430400e-05,1.25000000e-01
1.06433600e-05,1.80664062e+00,2.91007813e+01,,1.06433600e-05,1.00781247e-01
1.06436800e-05,1.80515625e+00,2.91234375e+01,,1.06436800e-05,1.45312503e-01
1.06440000e-05,1.80515625e+00,2.91234375e+01,,1.06440000e-05,1.75781250e-01
1.06443200e-05,1.80703125e+00,2.90906250e+01,,1.06443200e-05,1.17187500e-01
1.06446400e-05,1.80671875e+00,2.90632813e+01,,1.06446400e-05,5.70312515e-02
1.06449600e-05,1.80296875e+00,2.90734375e+01,,1.06449600e-05,7.03125000e-02
1.06452800e-05,1.80023438e+00,2.91101563e+01,,1.06452800e-05,1.16406247e-01
1.06456000e-05,1.79992187e+00,2.91460937e+01,,1.06456000e-05,1.30468756e-01
1.06459200e-05,1.80039062e+00,2.91687500e+01,,1.06459200e-05,1.21093750e-01
1.06462400e-05,1.80250000e+00,2.91734375e+01,,1.06462400e-05,1.14843749e-01
1.06465600e-05,1.80585938e+00,2.91671875e+01,,1.06465600e-05,1.00000001e-01
1.06468800e-05,1.80726562e+00,2.91421875e+01,,1.06468800e-05,7.65625015e-02
1.06472000e-05,1.80687500e+00,2.91000000e+01,,1.06472000e-05,5.62499985e-02
1.06475200e-05,1.80570312e+00,2.90726563e+01,,1.06475200e-05,5.00000007e-02
1.06478400e-05,1.80367188e+00,2.90765625e+01,,1.06478400e-05,5.54687493e-02
1.06481600e-05,1.80242187e+00,2.90851563e+01,,1.06481600e-05,5.78125007e-02
1.06484800e-05,1.80367188e+00,2.90867188e+01,,1.06484800e-05,6.71875030e-02
1.06488000e-05,1.80585938e+00,2.91054688e+01,,1.06488000e-05,8.67187530e-02
1.06491200e-05,1.80640625e+00,2.91429688e+01,,1.06491200e-05,8.43750015e-02
1.06494400e-05,1.80460938e+00,2.91570313e+01,,1.06494400e-05,5.93749993e-02
1.06497600e-05,1.80179687e+00,2.91398438e+01,,1.06497600e-05,3.35937515e-02
1.06500800e-05,1.80000000e+00,2.91250000e+01,,1.06500800e-05,3.75000015e-02
1.06504000e-05,1.80039062e+00,2.91242188e+01,,1.06504000e-05,9.37500000e-02
1.06507200e-05,1.80179687e+00,2.91257813e+01,,1.06507200e-05,1.53906256e-01
1.06510400e-05,1.80289062e+00,2.91242188e+01,,1.06510400e-05,1.58593744e-01
1.06513600e-05,1.80414063e+00,2.91312500e+01,,1.06513600e-05,1.28906250e-01
1.06516800e-05,1.80500000e+00,2.91476563e+01,,1.06516800e-05,9.92187485e-02
1.06520000e-05,1.80617187e+00,2.91460937e+01,,1.06520000e-05,7.57812485e-02
1.06523200e-05,1.80765625e+00,2.91289062e+01,,1.06523200e-05,7.34374970e-02
1.06526400e-05,1.80750000e+00,2.91203125e+01,,1.06526400e-05,1.00000001e-01
1.06529600e-05,1.80765625e+00,2.91164063e+01,,1.06529600e-05,1.43749997e-01
1.06532800e-05,1.81039063e+00,2.91187500e+01,,1.06532800e-05,1.96875006e-01
1.06536000e-05,1.81226562e+00,2.91390625e+01,,1.06536000e-05,2.23437503e-01
1.06539200e-05,1.81140625e+00,2.91570313e+01,,1.06539200e-05,1.96093753e-01
1.06542400e-05,1.80953125e+00,2.91445312e+01,,1.06542400e-05,1.35937497e-01
1.06545600e-05,1.80664062e+00,2.91179688e+01,,1.06545600e-05,1.00781247e-01
1.06548800e-05,1.80257813e+00,2.91000000e+01,,1.06548800e-05,1.36718750e-01
1.06552000e-05,1.80015625e+00,2.91000000e+01,,1.06552000e-05,2.03906253e-01
1.06555200e-05,1.80117188e+00,2.91187500e+01,,1.06555200e-05,2.21874997e-01
1.06558400e-05,1.80382812e+00,2.91335938e+01,,1.06558400e-05,1.77343756e-01
1.06561600e-05,1.80640625e+00,2.91210938e+01,,1.06561600e-05,1.03906251e-01
1.06564800e-05,1.80718750e+00,2.91031250e+01,,1.06564800e-05,5.07812500e-02
1.06568000e-05,1.80695313e+00,2.91101563e+01,,1.06568000e-05,4.76562493e-02
1.06571200e-05,1.80773437e+00,2.91250000e+01,,1.06571200e-05,7.57812485e-02
1.06574400e-05,1.80710938e+00,2.91140625e+01,,1.06574400e-05,9.84375030e-02
1.06577600e-05,1.80414063e+00,2.90929688e+01,,1.06577600e-05,1.09375000e-01
1.06580800e-05,1.80265625e+00,2.90898438e+01,,1.06580800e-05,1.10156253e-01
1.06584000e-05,1.80375000e+00,2.90945313e+01,,1.06584000e-05,1.10937499e-01
1.06587200e-05,1.80554688e+00,2.90960938e+01,,1.06587200e-05,1.16406247e-01
1.06590400e-05,1.80710938e+00,2.91085938e+01,,1.06590400e-05,1.06250003e-01
1.06593600e-05,1.80726562e+00,2.91367188e+01,,1.06593600e-05,7.65625015e-02
1.06596800e-05,1.80687500e+00,2.91570313e+01,,1.06596800e-05,7.73437470e-02
1.06600000e-05,1.80718750e+00,2.91476563e+01,,1.06600000e-05,1.35156244e-01
1.06603200e-05,1.80765625e+00,2.91343750e+01,,1.06603200e-05,1.90624997e-01
1.06606400e-05,1.80828125e+00,2.91500000e+01,,1.06606400e-05,2.00000003e-01
1.06609600e-05,1.80828125e+00,2.91703125e+01,,1.06609600e-05,1.82031244e-01
1.06612800e-05,1.80835937e+00,2.91562500e+01,,1.06612800e-05,1.36718750e-01
1.06616000e-05,1.81023437e+00,2.91289062e+01,,1.06616000e-05,8.90624970e-02
1.06619200e-05,1.81195313e+00,2.91203125e+01,,1.06619200e-05,8.12499970e-02
1.06622400e-05,1.81218750e+00,2.91054688e+01,,1.06622400e-05,8.59375000e-02
1.06625600e-05,1.81117187e+00,2.90750000e+01,,1.06625600e-05,6.32812530e-02
1.06628800e-05,1.80882813e+00,2.90750000e+01,,1.06628800e-05,2.96874996e-02
1.06632000e-05,1.80664062e+00,2.90984375e+01,,1.06632000e-05,2.65625007e-02
1.06635200e-05,1.80703125e+00,2.90921875e+01,,1.06635200e-05,5.00000007e-02
1.06638400e-05,1.80968750e+00,2.90718750e+01,,1.06638400e-05,7.34374970e-02
1.06641600e-05,1.80984375e+00,2.90882813e+01,,1.06641600e-05,8.90624970e-02
1.06644800e-05,1.80500000e+00,2.91296875e+01,,1.06644800e-05,9.60937515e-02
1.06648000e-05,1.80000000e+00,2.91367188e+01,,1.06648000e-05,1.00000001e-01
1.06651200e-05,1.79953125e+00,2.91031250e+01,,1.06651200e-05,1.05468750e-01
1.06654400e-05,1.80218750e+00,2.90734375e+01,,1.06654400e-05,1.04687497e-01
1.06657600e-05,1.80390625e+00,2.90750000e+01,,1.06657600e-05,1.07031249e-01
1.06660800e-05,1.80382812e+00,2.91062500e+01,,1.06660800e-05,1.30468756e-01
1.06664000e-05,1.80382812e+00,2.91351563e+01,,1.06664000e-05,1.59374997e-01
1.06667200e-05,1.80429687e+00,2.91375000e+01,,1.06667200e-05,1.71875000e-01
1.06670400e-05,1.80367188e+00,2.91382812e+01,,1.06670400e-05,1.65625006e-01
1.06673600e-05,1.80281250e+00,2.91539062e+01,,1.06673600e-05,1.49218753e-01
1.06676800e-05,1.80375000e+00,2.91640625e+01,,1.06676800e-05,1.32031247e-01
1.06680000e-05,1.80570312e+00,2.91687500e+01,,1.06680000e-05,1.22656249e-01
1.06683200e-05,1.80609375e+00,2.91742188e+01,,1.06683200e-05,1.30468756e-01
1.06686400e-05,1.80476562e+00,2.91656250e+01,,1.06686400e-05,1.58593744e-01
1.06689600e-05,1.80367188e+00,2.91335938e+01,,1.06689600e-05,1.80468753e-01
1.06692800e-05,1.80359375e+00,2.90968750e+01,,1.06692800e-05,1.66406244e-01
1.06696000e-05,1.80453125e+00,2.90882813e+01,,1.06696000e-05,1.19531251e-01
1.06699200e-05,1.80562500e+00,2.91078125e+01,,1.06699200e-05,1.02343753e-01
1.06702400e-05,1.80515625e+00,2.91312500e+01,,1.06702400e-05,1.26562506e-01
1.06705600e-05,1.80406250e+00,2.91406250e+01,,1.06705600e-05,1.40625000e-01
1.06708800e-05,1.80500000e+00,2.91210938e+01,,1.06708800e-05,1.48437500e-01
1.06712000e-05,1.80664062e+00,2.90906250e+01,,1.06712000e-05,1.50000006e-01
1.06715200e-05,1.80617187e+00,2.90789063e+01,,1.06715200e-05,1.21093750e-01
1.06718400e-05,1.80359375e+00,2.90851563e+01,,1.06718400e-05,1.00781247e-01
1.06721600e-05,1.80023438e+00,2.90976562e+01,,1.06721600e-05,1.04687497e-01
1.06724800e-05,1.79898437e+00,2.91039063e+01,,1.06724800e-05,9.84375030e-02
1.06728000e-05,1.80156250e+00,2.90960938e+01,,1.06728000e-05,8.67187530e-02
1.06731200e-05,1.80445312e+00,2.90781250e+01,,1.06731200e-05,9.53124985e-02
1.06734400e-05,1.80570312e+00,2.90640625e+01,,1.06734400e-05,1.09375000e-01
1.06737600e-05,1.80687500e+00,2.90703125e+01,,1.06737600e-05,1.14843749e-01
1.06740800e-05,1.80750000e+00,2.90921875e+01,,1.06740800e-05,1.11718751e-01
1.06744000e-05,1.80765625e+00,2.91039063e+01,,1.06744000e-05,1.02343753e-01
1.06747200e-05,1.80851563e+00,2.90921875e+01,,1.06747200e-05,9.06250030e-02
1.06750400e-05,1.80914062e+00,2.90750000e+01,,1.06750400e-05,9.45312530e-02
1.06753600e-05,1.80906250e+00,2.90703125e+01,,1.06753600e-05,9.14062485e-02
1.06756800e-05,1.80742187e+00,2.90828125e+01,,1.06756800e-05,5.62499985e-02
1.06760000e-05,1.80515625e+00,2.91015625e+01,,1.06760000e-05,3.43750007e-02
1.06763200e-05,1.80601563e+00,2.91039063e+01,,1.06763200e-05,3.90625000e-02
1.06766400e-05,1.80828125e+00,2.90968750e+01,,1.06766400e-05,5.39062507e-02
1.06769600e-05,1.80804688e+00,2.91054688e+01,,1.06769600e-05,9.45312530e-02
1.06772800e-05,1.80671875e+00,2.91250000e+01,,1.06772800e-05,1.19531251e-01
1.06776000e-05,1.80726562e+00,2.91242188e+01,,1.06776000e-05,8.04687515e-02
1.06779200e-05,1.80875000e+00,2.90953125e+01,,1.06779200e-05,3.90625000e-02
1.06782400e-05,1.80835937e+00,2.90703125e+01,,1.06782400e-05,5.07812500e-02
1.06785600e-05,1.80734375e+00,2.90679687e+01,,1.06785600e-05,8.43750015e-02
1.06788800e-05,1.80781250e+00,2.90828125e+01,,1.06788800e-05,1.00781247e-01
1.06792000e-05,1.80898438e+00,2.90984375e+01,,1.06792000e-05,1.09375000e-01
1.06795200e-05,1.80953125e+00,2.91093750e+01,,1.06795200e-05,1.22656249e-01
1.06798400e-05,1.80859375e+00,2.91140625e+01,,1.06798400e-05,1.13281250e-01
1.06801600e-05,1.80781250e+00,2.91015625e+01,,1.06801600e-05,7.65625015e-02
1.06804800e-05,1.80882813e+00,2.90851563e+01,,1.06804800e-05,6.01562485e-02
1.06808000e-05,1.80953125e+00,2.90875000e+01,,1.06808000e-05,8.12499970e-02
1.06811200e-05,1.80812500e+00,2.91062500e+01,,1.06811200e-05,1.01562500e-01
1.06814400e-05,1.80742187e+00,2.91281250e+01,,1.06814400e-05,1.01562500e-01
1.06817600e-05,1.80976563e+00,2.91367188e+01,,1.06817600e-05,9.45312530e-02
1.06820800e-05,1.81234375e+00,2.91351563e+01,,1.06820800e-05,9.84375030e-02
1.06824000e-05,1.81140625e+00,2.91437500e+01,,1.06824000e-05,1.15625001e-01
1.06827200e-05,1.80828125e+00,2.91656250e+01,,1.06827200e-05,1.26562506e-01
1.06830400e-05,1.80640625e+00,2.91812500e+01,,1.06830400e-05,1.21093750e-01
1.06833600e-05,1.80664062e+00,2.91679688e+01,,1.06833600e-05,1.06250003e-01
1.06836800e-05,1.80789062e+00,2.91304687e+01,,1.06836800e-05,8.35937485e-02
1.06840000e-05,1.80976563e+00,2.90960938e+01,,1.06840000e-05,6.71875030e-02
1.06843200e-05,1.81109375e+00,2.90820312e+01,,1.06843200e-05,7.26562515e-02
1.06846400e-05,1.81023437e+00,2.90835937e+01,,1.06846400e-05,9.92187485e-02
1.06849600e-05,1.80765625e+00,2.90914062e+01,,1.06849600e-05,1.18749999e-01
1.06852800e-05,1.80500000e+00,2.91023438e+01,,1.06852800e-05,1.21875003e-01
1.06856000e-05,1.80343750e+00,2.91187500e+01,,1.06856000e-05,1.26562506e-01
1.06859200e-05,1.80187500e+00,2.91351563e+01,,1.06859200e-05,1.14843749e-01
1.06862400e-05,1.80125000e+00,2.91281250e+01,,1.06862400e-05,6.79687485e-02
1.06865600e-05,1.80406250e+00,2.91023438e+01,,1.06865600e-05,3.20312493e-02
1.06868800e-05,1.80781250e+00,2.90960938e+01,,1.06868800e-05,2.26562507e-02
1.06872000e-05,1.80875000e+00,2.91179688e+01,,1.06872000e-05,3.12500000e-02
1.06875200e-05,1.80859375e+00,2.91398438e+01,,1.06875200e-05,7.03125000e-02
1.06878400e-05,1.80945313e+00,2.91375000e+01,,1.06878400e-05,1.07812501e-01
1.06881600e-05,1.81070312e+00,2.91156250e+01,,1.06881600e-05,1.06250003e-01
1.06884800e-05,1.81140625e+00,2.91054688e+01,,1.06884800e-05,8.82812515e-02
1.06888000e-05,1.81054688e+00,2.91171875e+01,,1.06888000e-05,7.89062530e-02
1.06891200e-05,1.80812500e+00,2.91367188e+01,,1.06891200e-05,7.50000030e-02
1.06894400e-05,1.80671875e+00,2.91484375e+01,,1.06894400e-05,8.28125030e-02
1.06897600e-05,1.80687500e+00,2.91500000e+01,,1.06897600e-05,1.12499997e-01
1.06900800e-05,1.80664062e+00,2.91531250e+01,,1.06900800e-05,1.47656247e-01
1.06904000e-05,1.80531250e+00,2.91406250e+01,,1.06904000e-05,1.35937497e-01
1.06907200e-05,1.80335937e+00,2.90882813e+01,,1.06907200e-05,7.10937530e-02
1.06910400e-05,1.80375000e+00,2.90375000e+01,,1.06910400e-05,1.01562496e-02
1.06913600e-05,1.80687500e+00,2.90437500e+01,,1.06913600e-05,3.12500005e-03
1.06916800e-05,1.80875000e+00,2.90914062e+01,,1.06916800e-05,5.15624993e-02
1.06920000e-05,1.80781250e+00,2.91328125e+01,,1.06920000e-05,1.19531251e-01
1.06923200e-05,1.80609375e+00,2.91406250e+01,,1.06923200e-05,1.70312494e-01
1.06926400e-05,1.80523437e+00,2.91195313e+01,,1.06926400e-05,1.78906247e-01
1.06929600e-05,1.80546875e+00,2.90906250e+01,,1.06929600e-05,1.32031247e-01
1.06932800e-05,1.80671875e+00,2.90703125e+01,,1.06932800e-05,7.73437470e-02
1.06936000e-05,1.80679687e+00,2.90742188e+01,,1.06936000e-05,7.81250000e-02
1.06939200e-05,1.80531250e+00,2.90820312e+01,,1.06939200e-05,1.24218747e-01
1.06942400e-05,1.80453125e+00,2.90734375e+01,,1.06942400e-05,1.62499994e-01
1.06945600e-05,1.80601563e+00,2.90781250e+01,,1.06945600e-05,1.59374997e-01
1.06948800e-05,1.80851563e+00,2.91054688e+01,,1.06948800e-05,1.35156244e-01
1.06952000e-05,1.80921875e+00,2.91179688e+01,,1.06952000e-05,1.00000001e-01
1.06955200e-05,1.80734375e+00,2.91007813e+01,,1.06955200e-05,7.10937530e-02
1.06958400e-05,1.80359375e+00,2.90796875e+01,,1.06958400e-05,8.20312500e-02
1.06961600e-05,1.79953125e+00,2.90835937e+01,,1.06961600e-05,1.27343744e-01
1.06964800e-05,1.79796875e+00,2.91062500e+01,,1.06964800e-05,1.71875000e-01
1.06968000e-05,1.80007812e+00,2.91171875e+01,,1.06968000e-05,1.96093753e-01
1.06971200e-05,1.80187500e+00,2.91085938e+01,,1.06971200e-05,1.74218744e-01
1.06974400e-05,1.79984375e+00,2.91046875e+01,,1.06974400e-05,1.25000000e-01
1.06977600e-05,1.79843750e+00,2.91117188e+01,,1.06977600e-05,8.67187530e-02
1.06980800e-05,1.80234375e+00,2.91164063e+01,,1.06980800e-05,7.03125000e-02
1.06984000e-05,1.80750000e+00,2.91148437e+01,,1.06984000e-05,8.67187530e-02
1.06987200e-05,1.80851563e+00,2.91085938e+01,,1.06987200e-05,1.24218747e-01
1.06990400e-05,1.80687500e+00,2.91015625e+01,,1.06990400e-05,1.60156250e-01
1.06993600e-05,1.80539063e+00,2.91046875e+01,,1.06993600e-05,1.94531247e-01
1.06996800e-05,1.80484375e+00,2.91179688e+01,,1.06996800e-05,1.99218750e-01
1.07000000e-05,1.80523437e+00,2.91203125e+01,,1.07000000e-05,1.55468747e-01
1.07003200e-05,1.80500000e+00,2.91070312e+01,,1.07003200e-05,9.60937515e-02
1.07006400e-05,1.80359375e+00,2.91023438e+01,,1.07006400e-05,6.09375015e-02
1.07009600e-05,1.80179687e+00,2.91054688e+01,,1.07009600e-05,7.03125000e-02
1.07012800e-05,1.80000000e+00,2.91093750e+01,,1.07012800e-05,1.06250003e-01
1.07016000e-05,1.80000000e+00,2.91265625e+01,,1.07016000e-05,1.21875003e-01
1.07019200e-05,1.80171875e+00,2.91562500e+01,,1.07019200e-05,1.20312497e-01
1.07022400e-05,1.80390625e+00,2.91671875e+01,,1.07022400e-05,1.25000000e-01
1.07025600e-05,1.80632812e+00,2.91484375e+01,,1.07025600e-05,1.37500003e-01
1.07028800e-05,1.80679687e+00,2.91304687e+01,,1.07028800e-05,1.45312503e-01
1.07032000e-05,1.80375000e+00,2.91375000e+01,,1.07032000e-05,1.32031247e-01
1.07035200e-05,1.80054687e+00,2.91546875e+01,,1.07035200e-05,1.09375000e-01
1.07038400e-05,1.80062500e+00,2.91515625e+01,,1.07038400e-05,1.04687497e-01
1.07041600e-05,1.80296875e+00,2.91218750e+01,,1.07041600e-05,1.21093750e-01
1.07044800e-05,1.80523437e+00,2.90984375e+01,,1.07044800e-05,1.24218747e-01
1.07048000e-05,1.80695313e+00,2.91054688e+01,,1.07048000e-05,1.00000001e-01
1.07051200e-05,1.80726562e+00,2.91210938e+01,,1.07051200e-05,9.92187485e-02
1.07054400e-05,1.80468750e+00,2.91171875e+01,,1.07054400e-05,1.07812501e-01
1.07057600e-05,1.80148438e+00,2.90921875e+01,,1.07057600e-05,9.14062485e-02
1.07060800e-05,1.80148438e+00,2.90609375e+01,,1.07060800e-05,7.81250000e-02
1.07064000e-05,1.80367188e+00,2.90671875e+01,,1.07064000e-05,6.79687485e-02
1.07067200e-05,1.80468750e+00,2.91203125e+01,,1.07067200e-05,5.15624993e-02
1.07070400e-05,1.80453125e+00,2.91585938e+01,,1.07070400e-05,5.85937500e-02
1.07073600e-05,1.80539063e+00,2.91570313e+01,,1.07073600e-05,8.20312500e-02
1.07076800e-05,1.80734375e+00,2.91421875e+01,,1.07076800e-05,1.09375000e-01
1.07080000e-05,1.80835937e+00,2.91375000e+01,,1.07080000e-05,1.49218753e-01
1.07083200e-05,1.80796875e+00,2.91421875e+01,,1.07083200e-05,1.76562503e-01
1.07086400e-05,1.80804688e+00,2.91335938e+01,,1.07086400e-05,1.69531256e-01
1.07089600e-05,1.80890625e+00,2.91015625e+01,,1.07089600e-05,1.62499994e-01
1.07092800e-05,1.80890625e+00,2.90757812e+01,,1.07092800e-05,1.67968750e-01
1.07096000e-05,1.80867187e+00,2.90898438e+01,,1.07096000e-05,1.66406244e-01
1.07099200e-05,1.80843750e+00,2.91265625e+01,,1.07099200e-05,1.69531256e-01
1.07102400e-05,1.80664062e+00,2.91468750e+01,,1.07102400e-05,1.82031244e-01
1.07105600e-05,1.80492188e+00,2.91328125e+01,,1.07105600e-05,1.71093747e-01
1.07108800e-05,1.80609375e+00,2.90976562e+01,,1.07108800e-05,1.32812500e-01
1.07112000e-05,1.80843750e+00,2.90625000e+01,,1.07112000e-05,9.84375030e-02
1.07115200e-05,1.80976563e+00,2.90468750e+01,,1.07115200e-05,8.43750015e-02
1.07118400e-05,1.80929688e+00,2.90648438e+01,,1.07118400e-05,1.00781247e-01
1.07121600e-05,1.80609375e+00,2.90968750e+01,,1.07121600e-05,1.16406247e-01
1.07124800e-05,1.80351562e+00,2.91218750e+01,,1.07124800e-05,1.01562500e-01
1.07128000e-05,1.80414063e+00,2.91484375e+01,,1.07128000e-05,1.00000001e-01
1.07131200e-05,1.80515625e+00,2.91703125e+01,,1.07131200e-05,1.26562506e-01
1.07134400e-05,1.80726562e+00,2.91687500e+01,,1.07134400e-05,1.37500003e-01
1.07137600e-05,1.80937500e+00,2.91539062e+01,,1.07137600e-05,1.40625000e-01
1.07140800e-05,1.80789062e+00,2.91492188e+01,,1.07140800e-05,1.63281247e-01
1.07144000e-05,1.80570312e+00,2.91484375e+01,,1.07144000e-05,1.80468753e-01
1.07147200e-05,1.80476562e+00,2.91312500e+01,,1.07147200e-05,1.76562503e-01
1.07150400e-05,1.80367188e+00,2.90906250e+01,,1.07150400e-05,1.71875000e-01
1.07153600e-05,1.80421875e+00,2.90453125e+01,,1.07153600e-05,1.71875000e-01
1.07156800e-05,1.80515625e+00,2.90398438e+01,,1.07156800e-05,1.42187506e-01
1.07160000e-05,1.80359375e+00,2.90726563e+01,,1.07160000e-05,9.29687470e-02
1.07163200e-05,1.80195313e+00,2.90976562e+01,,1.07163200e-05,8.43750015e-02
1.07166400e-05,1.80281250e+00,2.91101563e+01,,1.07166400e-05,1.12499997e-01
1.07169600e-05,1.80531250e+00,2.91281250e+01,,1.07169600e-05,1.22656249e-01
1.07172800e-05,1.80695313e+00,2.91398438e+01,,1.07172800e-05,9.60937515e-02
1.07176000e-05,1.80687500e+00,2.91390625e+01,,1.07176000e-05,8.20312500e-02
1.07179200e-05,1.80671875e+00,2.91351563e+01,,1.07179200e-05,1.06250003e-01
1.07182400e-05,1.80617187e+00,2.91375000e+01,,1.07182400e-05,1.10937499e-01
1.07185600e-05,1.80578125e+00,2.91375000e+01,,1.07185600e-05,8.59375000e-02
1.07188800e-05,1.80757813e+00,2.91250000e+01,,1.07188800e-05,7.81250000e-02
1.07192000e-05,1.80968750e+00,2.91234375e+01,,1.07192000e-05,9.14062485e-02
1.07195200e-05,1.80914062e+00,2.91296875e+01,,1.07195200e-05,1.12499997e-01
1.07198400e-05,1.80828125e+00,2.91093750e+01,,1.07198400e-05,1.32031247e-01
1.07201600e-05,1.80968750e+00,2.90804688e+01,,1.07201600e-05,1.35156244e-01
1.07204800e-05,1.81062500e+00,2.90890625e+01,,1.07204800e-05,1.13281250e-01
1.07208000e-05,1.80867187e+00,2.91296875e+01,,1.07208000e-05,6.40624985e-02
1.07211200e-05,1.80656250e+00,2.91406250e+01,,1.07211200e-05,3.59374993e-02
1.07214400e-05,1.80484375e+00,2.91093750e+01,,1.07214400e-05,5.70312515e-02
1.07217600e-05,1.80289062e+00,2.91039063e+01,,1.07217600e-05,8.67187530e-02
1.07220800e-05,1.80335937e+00,2.91406250e+01,,1.07220800e-05,1.06250003e-01
1.07224000e-05,1.80539063e+00,2.91695312e+01,,1.07224000e-05,1.10156253e-01
1.07227200e-05,1.80664062e+00,2.91750000e+01,,1.07227200e-05,9.84375030e-02
1.07230400e-05,1.80867187e+00,2.91734375e+01,,1.07230400e-05,1.18749999e-01
